timestamp_localtime,experiment,pioreactor_unit,timestamp,event,volume_change_ml,source_of_event
2023-11-29 23:27:07,Spirulina 003,pio001,2023-11-29T23:27:07.296949Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 23:27:08,Spirulina 003,pio001,2023-11-29T23:27:08.761569Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 23:27:31,Spirulina 003,pio001,2023-11-29T23:27:31.011504Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 23:27:37,Spirulina 003,pio001,2023-11-29T23:27:37.308045Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 23:27:38,Spirulina 003,pio001,2023-11-29T23:27:38.780913Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 00:37:31,Spirulina 003,pio001,2023-11-30T00:37:31.026469Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 00:37:37,Spirulina 003,pio001,2023-11-30T00:37:37.321017Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 00:37:38,Spirulina 003,pio001,2023-11-30T00:37:38.775402Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 01:05:01,Spirulina 003,pio001,2023-11-30T01:05:01.019867Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 01:05:07,Spirulina 003,pio001,2023-11-30T01:05:07.297191Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 01:05:08,Spirulina 003,pio001,2023-11-30T01:05:08.753490Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 03:22:01,Spirulina 003,pio001,2023-11-30T03:22:01.017077Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 03:22:07,Spirulina 003,pio001,2023-11-30T03:22:07.318242Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 03:22:08,Spirulina 003,pio001,2023-11-30T03:22:08.810208Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 04:04:01,Spirulina 003,pio001,2023-11-30T04:04:01.015049Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 04:04:07,Spirulina 003,pio001,2023-11-30T04:04:07.331159Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 04:04:08,Spirulina 003,pio001,2023-11-30T04:04:08.821269Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 04:34:31,Spirulina 003,pio001,2023-11-30T04:34:31.013222Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 04:34:37,Spirulina 003,pio001,2023-11-30T04:34:37.280294Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 04:34:38,Spirulina 003,pio001,2023-11-30T04:34:38.783641Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 04:35:00,Spirulina 003,pio001,2023-11-30T04:35:00.910071Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 04:35:07,Spirulina 003,pio001,2023-11-30T04:35:07.168040Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 04:35:08,Spirulina 003,pio001,2023-11-30T04:35:08.643272Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 08:58:01,Spirulina 003,pio001,2023-11-30T08:58:01.015804Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 08:58:07,Spirulina 003,pio001,2023-11-30T08:58:07.334195Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 08:58:08,Spirulina 003,pio001,2023-11-30T08:58:08.821606Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 08:58:31,Spirulina 003,pio001,2023-11-30T08:58:31.041937Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 08:58:37,Spirulina 003,pio001,2023-11-30T08:58:37.345334Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 08:58:38,Spirulina 003,pio001,2023-11-30T08:58:38.808739Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 23:00:31,Spirulina 003,pio001,2023-11-30T23:00:31.017306Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 23:00:37,Spirulina 003,pio001,2023-11-30T23:00:37.277262Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 23:00:38,Spirulina 003,pio001,2023-11-30T23:00:38.745230Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-30 23:21:31,Spirulina 003,pio001,2023-11-30T23:21:31.090451Z,add_media,0.1,dosing_automation:turbidostat
2023-11-30 23:21:37,Spirulina 003,pio001,2023-11-30T23:21:37.368354Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-30 23:21:38,Spirulina 003,pio001,2023-11-30T23:21:38.845628Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 00:29:01,Spirulina 003,pio001,2023-12-01T00:29:01.017137Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 00:29:07,Spirulina 003,pio001,2023-12-01T00:29:07.299664Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 00:29:08,Spirulina 003,pio001,2023-12-01T00:29:08.757171Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 00:48:31,Spirulina 003,pio001,2023-12-01T00:48:31.019700Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 00:48:37,Spirulina 003,pio001,2023-12-01T00:48:37.303568Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 00:48:38,Spirulina 003,pio001,2023-12-01T00:48:38.756144Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 01:12:01,Spirulina 003,pio001,2023-12-01T01:12:01.017289Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 01:12:07,Spirulina 003,pio001,2023-12-01T01:12:07.285496Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 01:12:08,Spirulina 003,pio001,2023-12-01T01:12:08.740925Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 02:33:31,Spirulina 003,pio001,2023-12-01T02:33:31.019241Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 02:33:37,Spirulina 003,pio001,2023-12-01T02:33:37.292693Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 02:33:38,Spirulina 003,pio001,2023-12-01T02:33:38.749267Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 04:08:01,Spirulina 003,pio001,2023-12-01T04:08:01.012439Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 04:08:07,Spirulina 003,pio001,2023-12-01T04:08:07.351844Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 04:08:08,Spirulina 003,pio001,2023-12-01T04:08:08.845753Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 05:28:31,Spirulina 003,pio001,2023-12-01T05:28:31.015070Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 05:28:37,Spirulina 003,pio001,2023-12-01T05:28:37.292991Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 05:28:38,Spirulina 003,pio001,2023-12-01T05:28:38.749514Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 07:17:31,Spirulina 003,pio001,2023-12-01T07:17:31.016308Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 07:17:37,Spirulina 003,pio001,2023-12-01T07:17:37.279370Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 07:17:38,Spirulina 003,pio001,2023-12-01T07:17:38.746088Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 08:04:01,Spirulina 003,pio001,2023-12-01T08:04:01.076071Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 08:04:07,Spirulina 003,pio001,2023-12-01T08:04:07.350146Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 08:04:08,Spirulina 003,pio001,2023-12-01T08:04:08.813829Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-01 23:13:31,Spirulina 003,pio001,2023-12-01T23:13:31.013632Z,add_media,0.1,dosing_automation:turbidostat
2023-12-01 23:13:37,Spirulina 003,pio001,2023-12-01T23:13:37.291470Z,remove_waste,0.1,dosing_automation:turbidostat
2023-12-01 23:13:38,Spirulina 003,pio001,2023-12-01T23:13:38.741897Z,remove_waste,0.2,dosing_automation:turbidostat
2023-12-02 00:00:31,Spirulina 003,pio001,2023-12-02T00:00:31.106758Z,add_media,0.1,dosing_automation:turbidostat
2023-12-02 00:00:37,Spirulina 003,pio001,2023-12-02T00:00:37.406710Z,remove_waste,0.1,dosing_automation:turbidostat
